summonerName,overallScore,totalGamesPlayed
Kitty Kicker,81.58073556,1
FurryThreshNuts,23.90908502,1
Toshi1009,1.020488995,1
PARUMBLE,19.86958351,1
kill da ho,14.54076187,1
Tohsaka Rın,19.29354866,1
Johnisthemon,33.36630051,1
IndignantRoar,21.11989761,1
mrE supernova,38.28185681,1
Y0U G0 GLEN C0C0,11.56904958,1
ThuggyBaztard,26.54983364,1
jdoublej,51.0432903,1
jonirenicus222,56.16691611,1
Sóra,49.47812012,1
Frogfrote,86.17041349,1
Poolz,63.35983859,1
Eilar,53.77938178,1
SmokingIsCool,70.56695885,1
HeyManHeyMan,70.82285529,1
Coach Wiki,46.53014271,1
jordan2388,80.65620506,1
madman,164.3665,1
AtIas,123.5673259,1
DaddyNoBeard,76.97414742,1
Drumbomb,86.9914499,1
ooµ,81.91547697,1
M3M0R13S,106.0390367,1
SynGates333,71.54930724,1
LizCallsMeDaddy,25.32679746,1
RengarScript,19.59642069,1
LTS,21.42062291,1
ImNautGood,26.28151428,4
Hippieness,30.00706139,1
MoonsFall,30.15585392,1
im gonna 1v5,27.37918348,1
Quy Vuong VCS,27.68047566,1
Cloud9 Mang0,87.46382634,2
Sison Ron,98.44654708,1
GreenTeaNoMilk,70.16457572,2
STaY WeiRD,64.56554693,1
Kludde,101.0982503,1
hNmEeSidSidon,53.64044758,1
Asian Jason YT,39.00216804,1
MrPr1ngles,74.82470355,1
Drinkable SeaMen,40.35674901,1
Sindusk,58.04576777,1
MatixOtt,94.37171099,1
Riot Vrïss,80.47147969,1
Korean3cm,45.40348801,1
JosephElie,37.61384629,1
ChoySauce,26.59605561,1
MrPickle,28.30316191,1
Crab,18.3944051,1
MintyWaifu,68.16693336,1
cece,112.1991395,1
20170628,128.2462755,1
WITCHFINDER,57.85079039,1
loveyaya,50.70344609,1
Sargeras TT,69.2349757,1
AFROxSENSEI,100.5176086,1
Kiwi,41.1927403,2
ToxiCity6,73.33522999,1
CompAddict,55.09638452,2
Only16Characters,142.9894649,1
MFinn,34.848048,1
starforcegeo,16.7467224,1
Meow Zedong,10.91536363,1
Dravens Whore,120.080539,2
imsorryforfeedin,92.69334988,1
xo forever,69.02674523,1
SladerVlash,73.71189941,1
EzSup2Diamond,57.96688016,1
Preacher Man,109.9459707,1
RaidBossStalin,49.11455648,1
Demogorgon,5.283415155,1
TheReaperOfSouls,9.633157494,1
GYULADC,8.895574786,1
Dead Brandon,7.469692135,1
Pressure,136.7495552,1
Lord Exca,38.22521182,3
Tea Tea AAA,60.3137009,1
CzechKittyKiller,86.67179561,1
SeaCarry,57.86681087,2
Mello,60.35750458,1
Alphahail,44.17542079,1
j0hn tennis pro,46.57891049,1
iSeeThruYou,36.4971697,1
Sir Shunky,45.837528,2
Goge7a,31.58204104,2
XXXSENSATION,24.94990128,1
0 trick pony,53.76877226,1
eboy toes,62.0920198,1
Tále,76.82911369,1
NO U SLOW,74.27665655,1
Anantvir,56.76437289,1
I Must Toxic,45.42272086,4
Yung Blood Succa,57.32615831,1
Youre Hip,129.5685653,1
BootyQuake2000 ,43.29825049,2
trisvu,35.57332019,1
Frozen Sunshine,11.82706546,1
Unoriginal,31.02669227,1
doubleross,36.13137577,1
cherry xox,14.33521647,1
IlIlIlIlIlIlIlIl,17.29230089,1
Kairogami,1.357903027,1
Master Cheff,47.4041924,1
LastToiletRoll,69.44463888,1
Kilah,40.29330931,1
Bananananana,37.94279894,1
LonelyPineapple,45.54051179,1
Hąrken,72.70455033,1
Washed up Freelo,73.27908156,2
JustTrung,123.7294344,1
Spanish Hornet,69.3751563,1
Jaee Tea,109.5891074,1
HowaryS,133.6090181,1
Crypto Sapien,72.14359816,3
Miko Ren,98.6360172,1
xMangõ,76.94349475,2
roaming to mid,99.62779808,1
ïïï Atlas ïïï,99.83986813,1
Pacbard,30.35101648,1
Shinku Verde,58.84640472,1
Shinkuu,37.1284997,1
Tauvras,27.89272415,1
MasterPhuc,62.74495404,1
HiddenMyth,84.84580887,1
AOSS,83.75126142,1
cccome,158.3457825,1
clapmaster3000,78.00297268,1
DandyApplePal,64.97419056,1
NA OrphanN,38.84647266,1
Vhentis,35.0342958,1
Instíncts,40.68878106,1
Pinin ßlanc,38.96952059,1
Caecaema,36.77853869,1
Nonon,26.57745279,1
Mei nagano159,22.30474647,2
wjlnbb,56.36990007,1
Shuvi,68.02630516,1
OneBaddy,118.4103266,3
ViÖ,100.1297405,2
de1ay no more ,57.40139226,1
CurryXChoi,91.3528907,1
Nipsey HussIe,62.52732977,1
LéDonger,80.32334159,2
TinyKat,56.58069734,1
Jongmanphase,211.8695611,1
Potato Chips,7.882636914,1
Ocean Of Lotion,41.97696561,1
Shut Up Carry Mé,65.34106535,1
Out on BaiI,66.10409994,1
ItsCondor,62.12390004,5
Alphabetical,126.5523938,1
Progg,73.24747471,1
moob,47.54890151,2
Return of Chimp,62.24119258,3
EK CrispyGany,73.28991375,1
Byul nim,69.33892022,1
Qujing,125.9259644,1
Vayne king UZI,69.79421108,2
Ánt,86.58748683,1
Monteare,76.30029302,1
ckrgkrprpdlagka,18.17019665,1
Kietz,54.53959612,2
CubCub,70.65036104,2
Hakurei Reimu0w0,19.25482643,1
Harry Potter 9,40.24174856,2
TTV DonKadabra,24.7578828,2
Jennyfur,55.15129466,1
Adnila,75.0289913,1
l3lue,61.03264125,1
Shapick,106.0981861,1
plzleavemealone,79.19054445,2
Hey its Marrow,65.12202855,2
Wingsofdeath,31.74691429,3
StârChild,19.1194231,1
TPG ErrorCode,10.66913488,1
tkfkdgo32,16.34882,1
large wang,96.37129172,2
C and Complex,19.29187549,1
MuyuSama,18.9705411,1
Mr Vincere,18.9705411,1
GaoKaoZhuangYuan,123.3639176,1
MonologueXL,63.08176075,1
jush kem,60.93447608,1
TheJugorNot,112.1735124,1
Starcity ,113.6436162,1
Little Devil,10.54223247,1
Dr Darkk Frungus,17.39447525,1
Adc In Traíning,7.985089432,1
Emra,85.27923425,1
Singularitydome,141.1076409,1
I LOVE LSC,78.4822309,1
wo1oo0,107.9071486,1
SomeGuyWill,54.18779756,1
Jní,9.112703632,1
PHÖ TÁI ,9.512450303,1
IWasHappy,32.89529925,1
C9 SvenX,114.1305668,1
kkkk98,63.25337704,1
snackbar fan,91.60505882,2
Camp Bot,21.48490426,1
Melk and Cookies,17.15891703,1
PPAPsteven,10.75006814,1
Kevinburn,37.77780221,1
Barcid,6.197481419,1
legal legos,17.04502187,1
Blue Moons 30,5.623085855,1
Wikipedia Golem,11.55266199,1
Inu Bear,18.6520348,1
Alexandros,32.96570161,1
rktcoals,14.73147778,1
Pro Sphynx,2.715806053,1
Aoi Inori,1.431477974,1
GuardKnightt,30.96011044,5
The PlayMaker O,91.08576967,1
redwastaken,57.71832945,1
wBiDbBoyce,40.24004773,1
Mark of a Hero,72.95776345,1
Hot Miss Fortune,49.3053599,2
Parody,73.7522296,1
jjclaire2323,57.46891662,1
Alexkimmyv2,84.56543778,1
JTScorpion,109.1612956,1
iAMtheDangerberg,23.24753793,1
IamAgreed,28.19143381,1
MoKebob,30.42719426,1
TimeToGetBetter,23.34153383,1
AGR Bread,71.06963447,1
DELETE VAYNE,98.67666683,1
Friday 9,78.03329401,1
milk tea pls,10.8110364,1
Aveenoo,11.91662238,1
Jeowulf,10.07345369,1
panzorathegreat,56.86612839,1
Giocondo,13.52684245,1
ConcombreDeMer,10.74293903,1
FiletDePorc,76.81440397,2
Redblackeye,39.21025784,1
Pokelegend,12.78147526,1
xFr0stbite,23.42779791,1
vestigium,69.90457635,1
56656C274B6F7A,57.80248337,1
jiangwen,70.65959698,1
Sharkeon,59.23111374,1
CLPTRA7777,22.31959273,1
salty egg,14.19926136,1
sweaty egg,43.92861051,1
Dr Pëpper,17.3879581,1
ASUBlackout,101.8053882,1
Bryan is McLovin,59.5965907,1
XIA GU Liemaren,11.92867811,1
Wylow,14.25673748,1
EnandoZ,8.927307156,1
Supercolortv,7.373606435,1
ixao,59.72939485,1
ShalIow Dream,63.40015275,1
feibaba,131.5442554,1
Barnegat ,94.39418426,1
Lemor,39.32370877,1
I KUBA I,34.9251513,1
jínyoung,22.61215249,1
 S RANK  Saitama,24.11877284,1
Àus10,64.96106807,1
WhiteN0va,93.78510167,1
Deficimus,89.11170838,1
Just a poop,76.66335171,1
peerless,74.63670256,6
Mahir,117.0264621,1
Míd,33.74563956,4
Cléan,105.2431601,1
Masnsen,98.12004151,2
Da Mengnan,66.12836151,1
madoL,60.7686183,1
Mango Sagoo,70.57953558,1
Byakuya ˉ,31.07630109,1
derriq,10.91109362,1
Allykat,14.9230609,1
Onox,14.94406241,1
Mr Hxl,7.134480287,1
FlyingHi,98.49978673,1
Narsanill,64.45613046,2
Jíwon,111.8361884,3
NSG Quadralift,85.86449831,1
GhostElectricity,52.72489004,1
Smoper,24.96575113,1
freyhacks,24.86312581,1
kAsQaWerner,33.0826505,1
IUs boyfriend,80.61326171,1
Daya,79.50311946,1
ringpeepee,86.97949825,1
Sjvjr,117.9933028,1
Bot Need Gank,57.28924999,3
YeZwwww,62.41262154,1
Vie,55.59382866,1
PirateKlNG Luffy,35.12027636,1
bananabrains,94.08860402,1
OG man,65.59786794,1
HAHAHAHHAAHAHA,23.20397177,1
Introoder,60.13025148,1
Peeceful,32.80069173,1
cryooa,30.38871537,1
NA ZhangGuoRong,40.39925234,1
A Quinncidence,69.81448251,1
tw2x,83.00329646,1
James LS,54.67231454,1
raımu,59.18589047,1
Horrible Client,6.933773731,1
DarkPantherzz,11.4803735,1
Yejunn Twitchtv,7.006917751,1
Awtihst,12.78631144,1
Alexyyc,6.629942253,1
Perrey,36.95261712,1
Don Zero,69.22629081,1
GankFKingBot,38.80757559,1
Miss Zyary,72.05293971,1
A Magical Girl,132.3795295,1
lnfluential,91.63500122,1
DJ Noiz,65.83888148,1
Devilsprodigy99,74.25964657,1
Little Kebi,106.4800496,1
Weenie Hut Jugo,86.52913915,1
Invîctús,57.76868996,1
Jackrin,47.8877848,1
Trìcks,24.86338828,1
Mingkku,43.80908737,1
Koñg,55.80812575,1
Lethal Unicørn,29.51816609,1
gtFN,73.56317295,1
19941018,78.39163012,1
ecliptos,73.96795619,1
Árcturus,70.88665089,1
idiot sit,128.7140463,1
Da Nerdy GeHoD,150.475086,1
Dao78,51.38869195,1
SungNym,19.66722606,1
Akinue,40.22202482,1
LittleChineseB0y,98.63540155,1
wätchrock,116.3254339,1
Straiy,112.0714562,1
me woo,96.96559845,2
2019 sex,82.65717432,1
Dimwit,38.3690723,1
spin botting,27.18663835,1
gecko951,29.61667323,2
Tordril,99.43277087,1
hi im hishiro,98.16414159,1
DunnPiece,57.70299207,1
snail on wheels,57.26748412,1
ChadoDesu,108.9898002,1
LookMomFriends,50.67248298,1
Cryoflake,65.50715442,1
FallingInWOE2,18.92025966,1
12 Years a Janna,32.47930774,1
Wonkin,56.6169168,1
ALYSSAS WHORE,33.9137187,1
WhoDoUThinkUAre,43.68389313,1
StaticLight,46.50363536,1
HashtagRice,50.78104536,1
notreformedpog,34.59397546,1
Simp 4 u,102.7025442,1
Mitchgerbil,155.2853372,1
TrojanMan,80.2584199,1
0o0U0o0,95.50013154,1
BWhy,105.2392114,1
TK Jaguar,26.8399827,1
BeautifulBC,63.84604021,1
BurNìng,35.81432694,1
Im A KneeGuard,31.94936165,1
Feralasys1,50.19352666,1
Kiho,61.05578518,1
Dev Hynes,65.85317881,1
Silver1Bro,107.2414373,1
Big Back Clock,73.41057849,1
MrSmooove,23.76213439,1
IIIlllIllIIIIlll,24.48838837,1
PopIce,18.52663288,1
Drakonex,14.98057146,1
Bleedem n Killem,8.965704932,1
Sound,68.76805871,1
Ertroz,160.8368185,1
Zkie,89.54510842,1
Lynxking,105.19824,1
NoDivingAllowed,72.27880207,1
Makju,74.36363695,1
Tobeh,78.63870376,2
ivy1999,82.56449586,1
cetormenter,57.97192897,1
Ricecake137,106.9534024,1
POP LA FLARE ,94.79809376,1
mo fa shao nv i,107.8962791,1
NamiBlue,62.07072858,1
Ace53,70.55828099,1
Klarityy,44.11199766,1
PolarRed,62.87232896,1
Shemzz,10.64413991,1
he110,33.77626043,1
RyuKing,17.01154717,1
Chamlsul,13.83283665,1
Zack7567,24.14999047,1
MidLordLeo,111.2042277,1
RC Paradox,86.16377713,1
Concludee,107.5417539,1
GØD ŁIKE 7,41.35813583,1
OnlyAptly,94.9317902,1
oGvGNorma,101.2062224,1
YutWong,51.22214988,1
Jimmy Hoang,104.831596,1
El Ronald Inc,68.23372816,1
KoBBq,82.11471723,1
Plushdamentals,98.82726419,1
tiewhy,53.4070179,1
MidPIayer,79.29643641,1
Calamity,21.90928514,1
Tempester,25.29548092,1
LiteraI Snake,26.49194042,1
Miss Hu,10.82486499,1
THExBIGxCHEEZE,25.25969528,1
sending,89.25174758,1
BlueSnoops,93.10713093,1
SkyAce,84.60941329,1
RIMAR123,94.89093473,1
Pepperdine,39.24275423,1
cookiman,20.4617068,1
Lambeef,27.67675916,1
Freestyn,69.88094232,1
RNG Mlx9,36.20277105,1
HentaiYaoiOtaku,36.88585528,1
DieBetch,13.12846017,1
WontDieInVayne,27.28551978,1
FFNami,16.94555999,1
TVNami,39.1059986,1
kronicblazer,71.17416886,1
Neural Net,103.6156828,1
Jynno,94.2101786,1
Scar Lit,61.54635679,1
TranPhoTran,62.05901917,1
Agent Meatball,79.02151322,1
Wepyngestel,49.69603613,1
UpemTooTurnt,46.9268483,1
Single Dog zz,33.60797824,1
Profe Llama,19.28828036,1
Windhigh,26.37025005,1
Admin Guzma,41.43384162,1
Spawntaneous,16.53502811,1
SSJ4 Starkiller,10.06307681,1
Salted Lightly,14.03525598,1
thornapple,11.44731551,1
Vaari,7.932233943,1
UwU Lemonz,3.920217674,1
SwagtoMax,133.6485274,1
TinkerBeII,89.12654865,1
afriskypineapple,127.0620073,1
Promëtheus,87.33355941,1
The Shirt Pants,106.7501581,1
DontTouchMyTutu,57.75565317,1
If Hes 18 Im 18,69.24491468,1
EurekaSeven,115.7040575,1
Starving Guy,28.05442451,1
My ßoo,9.158400575,1
jenningstjoe,14.09269511,1
Hook Słut,20.16299166,1
GEORGlE,42.94153446,1
YôJôe,65.51650304,1
iglibu,63.29756529,1
woainaizi,78.41238587,1
Dauraane,136.9836271,1
Mortal Réminder,21.07759044,1
Mr Miso,7.774815931,1
Captain Stiffy,29.19162546,1
Ryûkan0117,8.974055944,1
RoxasIchi,5.93164724,1
chronicillogical,59.78381036,1
NotFalse,24.29376034,1
deFŸLer,22.81067025,1
IplayBot,15.65553228,1
z7opherz,36.56900253,1
PhantomGamerHD,67.49592486,1
IVIastery 7,61.95014281,1
Veldonia,62.83778185,1
La Marionette,89.74440998,1
PankyLove,9.399600695,1
realaFaker,7.913930819,1
Aristus,6.179768733,1
Yordle w hammer,7.183772114,1
doinkbot,33.35249664,2
SapphireSquirtle,105.2427593,1
BoLaD3FoG0,118.1565575,1
EstaRRoS4,69.83603256,1
B4TTYBATS,94.32578981,1
FenixEz,58.6525373,1
EvilFenix,27.63211903,1
Baker Skater,30.63874122,1
Venn0m,46.2877413,1
Dried Oranges,61.45075042,1
Oreosoda,80.17383892,1
ptcmaster,136.8108307,1
r0achtheamazing,55.72830651,1
DishonoredNow,74.5012575,1
Zorkclonite,91.02502807,1
Highperion,99.48520139,1
iZAPD0S,111.0446736,1
FmrUtopia,3.074072203,1
4ver bronze,11.29378381,1
NutrientPole,4.694029398,1
OceanCan,1.357903027,1
Nqile,1.020066989,1
Amrakk,3.990855754,1
IronFanBoy,18.84253327,1
Right Klicked ,16.56637157,1
Nekromace,3.270622703,1
SpiderWhaler,7.68216782,1
Gargorath LIVE,51.53438991,1
Jak6,45.31773516,1
Shining Tibo Si,78.90978871,1
Houo,47.61316498,1
ggttiillpl1,99.35800964,1
yumi princess ,44.72351637,1
Regular Meow,55.13475606,1
GME Holder,48.70779178,1
boatdocks,20.54540874,1
coopdamm,131.0426225,1
palepaleu,58.69459366,1
FeebleSoul,65.04101958,1
CYANBOYS,143.8624634,1
killacheesepuff,92.63343661,1
Yuno s guardian,98.90106996,1
Douyin RYMF,63.10882457,1
Jokou,91.47186065,3
Morl,71.7679927,1
CloudyNightzz,63.42480256,2
MichaelMouseStar,8.492383314,1
Johns,52.66246184,9
Anticholinergic,45.91763952,5
adrak,59.00957018,2
Barne,55.1778991,3
mønkaS,66.77402543,2
Retag,38.11355013,1
Carterxw,35.57312923,2
ioyxj,27.81753869,1
Sunset,63.39085312,1
I AM GROOOOOT,107.3681438,3
MELLORONKLEDXD,66.57686446,4
Funkaweasel,32.12436303,1
19991225,86.07840184,1
gailz,27.85152577,6
Aimer1,44.2040274,2
17 MK,43.27404323,5
Random User 72,52.66034269,1
Oh Zombie,74.21193877,1
xiaoxuangege,87.6052522,3
Jason the other,80.13010896,4
Spicy Gyoza,45.68323975,1
śhowmaker,106.3786362,1
DariusKitty420,125.2832895,1
xFSN Sakura,39.12382688,3
Bard Top,35.05218563,4
final letter,7.770887767,2
Hoe4Wonho,27.95456224,1
ego is elo,46.42805791,1
Climbed,74.84033459,1
Gu Gu Zai Zai,67.04992034,1
kbbq mukbang,55.0395146,1
Best Riven LA,49.36289146,1
roam or roam,41.04099559,1
pwp,86.26081668,1
Selenik,13.12090904,1
gourd kid,71.59171421,4
Lunacia 4,60.93648522,3
lunacia Lc,17.54621057,1
pJhFLydia,12.9597149,1
IlIlIllllIllI,39.46351435,3
rozlled,65.55507296,1
CoinFlipper666,34.04388628,1
james gg,36.76802218,2
Eunju,15.82907474,1
IIlIIIllllI,64.00015792,3
Songbird Cinua ,39.53808959,1
qurb allah,128.936727,1
Jake Top,54.06729227,3
GGofer,66.59749421,2
JessieBunnies,46.46357898,2
Sopachi,44.48510511,1
i dog jg player,84.12819017,3
asdnasdnpapnbnsd,113.5408977,1
Noxiañ Might,9.684211457,1
Feetundefine,5.241627702,1
bìzui,15.718894,2
Mist Rain,101.6563949,1
The Blind Bum,19.95910929,1
Silverspoon10,20.58794829,1
FW GALA1,68.7549407,2
Achilles Heelies,50.20588859,3
like old times,86.41649481,3
flgh1,52.44334272,3
JabootieJones,45.9851296,3
alatank,86.11170193,4
NsSprite,65.45655431,1
lotsofmankie,40.16201764,1
thunderbob20,59.11851513,2
BellaFlica,80.14059911,1
Nadia Vulvokov,75.46865847,3
Tear,53.19852667,2
Wolfieˉ,15.38443916,2
rookiefan69,43.47880827,2
D2 Emperor,24.6585702,1
Reverse Climbing,24.41728086,1
Marie Yuku ,48.6014506,2
Yoneˉ ,80.82207899,1
DougieJ,60.71566597,2
Come Mid Pls,49.20037135,3
fake shutter,61.53464976,2
HoldMyHand2V,46.96096696,2
La lune se lève,43.06593137,6
Hobbzie,94.16192054,2
hide on gleeb,29.76777773,3
Tiny Coat,6.479334772,1
R l P Uzi,51.8477867,2
Camëow,62.99853304,1
Kenuadannie,109.0357498,1
Fear my Vlad,98.08996737,1
maxi ben oui,28.15445727,3
TCU Headmaster,27.85233227,2
fire eyed boy,77.69821471,1
AHAHAHA I FUN DW,102.7632025,1
ZenV,40.9995561,1
ewqeeqeqeewqeqeq,40.05671088,1
Kral Meowdy,21.5383263,2
Blame,62.44608307,2
Unwonted,52.30881824,1
Graę,78.33571156,4
Lil Tadpole,51.97460254,3
Mr V,30.48982162,1
Tomarer,60.38489399,3
Zacierus,55.04410596,2
SwaggyR,31.92307793,1
Fiery Boy,40.08809241,1
Lunacia 3,72.16908488,2
ChewWar,75.58842495,2
Smared,59.99850976,5
Ambee,53.78430518,4
PiiNTO,36.09298624,7
Helpless Damsel,110.0003581,3
Hexteezy,47.62008158,3
S7EVEN11,65.6653418,1
SporkFoon,78.8517206,1
TCLoner,102.2974729,1
iBisu,167.6176869,1
thblb,95.67001966,1
Exential,91.87640763,1
Hairy Shoe,85.02566986,1
Dudli,60.04075271,1
Big Fat Sword,67.07970091,1
Censoring,96.69306252,1
Cutie314,176.9825637,1
ThaiIcedT,109.4792594,1
prokaryota,86.97605241,1
hop inside,83.39629698,1
Optimal Crime,90.69225612,1
RokNRolMcDonalds,60.10448047,2
stove2,68.2275936,2
FS Monado,77.832261,2
é ù í e owo,69.32048618,1
Sarvatobhadra,58.52118992,1
tankyjungler,82.14638687,1
0x800f0954,64.25485251,1
EpicFighter,115.7528204,2
xGPamela,115.2126803,1
Ban Soft inters,61.37697458,15
Best Yi NA 4,27.78201869,1
CN star yassuo ,76.78847093,1
deadhorse42,52.97299896,4
lolorol,20.79511044,1
IconcedeScuttle,22.35076248,1
DarkPanda,12.95753024,2
TabubUnchained,35.99853993,1
tonytony98,12.04825353,1
a Frozen Tomb,40.3412267,2
XxGr4v3sG0dxX,49.89577742,1
Jean Francois,36.37891243,2
Odricm,33.56050209,1
C9 ZVEN OMEGALUL,50.68821336,1
FLESH IS PRISON,87.77103724,1
Ripalee,25.84004132,1
Yusaku Fujiki,33.44707901,1
stevenˆ,45.00325964,1
Colorless000,42.61019587,1
1337RamboWarrior,84.82478616,1
Píers,69.94913094,1
Kuro Yami Hanshu,52.23975311,2
Avherno,2.032915633,1
Zombsowned,4.821865706,1
à deux,2.546833304,1
PekkI3,37.35026354,4
Spear PilIar,39.05574751,4
Ryzyuki,70.38944095,1
Boromeo,64.31663991,1
Uberpocolypse,42.85408396,1
Milet,100.9287153,1
Penc1L2,63.41638512,1
YOUNG AD,79.89980081,1
mormon trek,13.48588952,1
Softsandwich,10.24326832,1
Patkeenz,12.35930203,1
Beastmania,10.82842122,1
Gramdark,22.39539283,1
tangman31,20.96402239,1
Happy Game 007,22.70069599,2
WumboWumbo,46.65551186,4
reZerf,95.31093615,1
womf,55.94549584,1
Lethal Pyke,75.93521826,1
NA no hands,40.30040103,1
Michael Kwok,17.54438782,1
LOLPROLEGITPLAYE,58.84036939,2
Joseandres01,74.36946365,1
Mazapan,111.2902331,1
Emprower,83.15639376,1
Shugii,130.3911963,1
JeremyFlip,54.26305244,1
Hanser,41.05703474,2
J3kun,55.76933377,1
Shaked,64.65140963,1
8LONDE,26.53525545,1
CherryBerry357,67.91316296,3
AA Q AA,95.40484461,3
Baywitched,40.92472995,2
Dreamniv,56.65968476,1
Scarrez,85.63102077,1
Mïnh,82.33169235,1
DjoleToTotte,79.61495171,1
YG BukakeSensei,126.0437706,1
SemiCharmed Life,33.95416894,1
FUP Obama,28.61338211,1
Skunkmaster Flex,33.78899051,1
cc plz,61.11742096,1
STUSSY DIAMONDZ,57.22116425,2
shiftycrescent,10.52538818,1
improve,136.9568198,1
RUN IT DOWN99,55.90735366,1
PLEASE BUFF LUX,82.31610964,2
Sayolala,45.36378653,1
JCˉ,128.1669365,1
Chill and WIN ,79.67045407,1
lolplayersrfahgs,24.63333222,1
XFW Lemon,43.56628497,1
Hi im Marcos,29.15464557,2
Apeinater,9.217528765,1
ProfMystic 1V9,12.31377535,1
Dxwny,11.20818937,1
Ayeguh,36.356462,1
mineugene,61.74944961,1
Keramon,58.71099029,1
NewYorkBig JJBoy,28.40960959,1
Reveall,65.13007274,2
Rice ln A BowI,68.13875596,4
Noxjoe,174.395089,1
looking for dad,121.8056522,1
FSR Riverdemon,85.51494361,1
Drumpus666,91.70055793,1
MR Kill God,55.24620876,1
Only Jaximus,51.51456769,3
CoochieCrumb,58.45492307,1
simba baby,8.462076763,1
Trail Mixed,11.50055062,1
DrSoySauce,17.40177731,1
Aellyra,17.23908787,1
Harli Quinn,15.42784619,1
Woojin,140.5584425,1
Katarina King,39.11313039,1
Unicorn Jake,17.41705355,2
BESTRIVEN1106,31.11230214,1
Hide on Hallucin,24.82675991,1
Detain,77.56009196,1
TROLL MIK,58.25162909,1
Obani Draco,81.07436209,1
Latina Beauty,60.15078776,1
ICareBecauseUDo,26.27733144,1
OtomCold,47.39690566,1
Flyingsledge,41.5488204,1
IIKairosII,55.60674944,1
Memories94,68.59406424,1
JKonor,47.81979329,1
Victory bot ,154.2546965,1
Yu92,70.92073922,1
Lovers Lane,60.40157599,8
simp4egirlvag,80.57305509,5
Tryndâmerê,14.0134725,1
OfficerInCharge,33.80405618,1
Ghostz,38.19956451,1
Crush my bones,18.88667492,1
quoro,50.78985467,2
Pursuit3,29.67058548,1
GoSt LucasPP,75.17948058,1
Syldarys,74.59958518,1
KOYOKOKO3283,87.6744342,1
Korrando34,62.54271721,1
Brockaveli,48.17674154,1
Mountain Dewki,58.01071985,1
Brainfreeze1100,33.26606691,1
QwQ211,8.937140282,1
Gayren l,22.8559543,1
wholewheatie,82.42646284,1
Jokers Fun Time,49.68152986,1
Razeshaman,66.20695303,1
KneeSockKnight,74.37729561,1
Masonisbetter,130.5694111,1
ChansyOn,15.59109863,1
YuanY ChenC,10.1415354,1
Miss Rakan,63.43108231,2
ofn,59.08679747,1
Víet,56.85516467,1
KnightVN,102.9692667,1
Ramzo,68.83614889,1
Are You Ok,107.515873,1
Fezzball,66.37662315,1
Leet Levi,65.17703326,1
Little Zippy,81.49482073,1
Ekko Of Time,61.46089896,1
trevorbau,167.0976056,1
Pl0x3rTw3n7y6Oh5,73.25886799,1
BabyGirlCümQueen,76.58546539,3
Jear The Bear,72.28906416,1
Echoes LBJ,82.11671922,1
Alinaaaaaaaa,16.94923227,1
        Charonˆ,17.51127213,1
Wx linz12102000,100.4365423,1
Xıng ge ru ci,61.09305962,1
GetRdytoDie,57.0746797,1
Arkaneous,105.3070961,1
myamsar45,93.96361104,1
enfant boosted,76.74734758,1
Chason Bourne,53.04102332,1
Beta Mingus,54.7799319,1
HyphaeistheWay,75.54797985,1
ÄÏ girl,69.19928071,1
Obi Wan Jabroni,67.07273615,1
Almost 200 Years,61.32854093,1
I Main Jayce,122.8250101,1
NezuNeko,18.66283794,1
GodStar,38.60503882,1
MORMANJUICE,20.50978413,1
themasterspy,45.41650059,1
RedYuki,121.5474395,2
Limiti di Prova,38.57271533,1
Yórick,104.9389224,2
Inner Pead,41.89287844,1
HAHAGETOUTPLAYED,37.32710231,1
4Swift,37.4680235,1
Eyvabley,51.79399357,1
Notalk Wingame,68.81704752,1
DIAMOND EGO,61.03592747,3
cait training,109.0337408,1
MAJIHIKUWA,15.45837227,2
noitarecaL,38.38716624,2
Galgame Lover,170.1381369,1
Largente,69.23483598,1
Shìzue Izawa,89.85674741,1
LuciMaxi,29.05693737,1
The Wife Steeler,93.46499274,1
BeetIebum,114.1801804,1
Lobex,49.12614901,5
God Qiyana,37.06134997,1
 SIMP DADDY NA,75.63299641,1
FuII Aggression,56.261119,5
Yuu and Mï,33.53274136,1
WO ZHEN SHUAI,30.30219123,1
Whale 52,51.17559474,2
Magikarp Lvl 55,49.78057169,3
TubbyTiger,109.2250511,1
nanawo,71.34124162,1
chiv1,70.78256119,1
666 6969,24.55926121,2
Rs Spec,99.78113207,1
Orbît,21.30924312,2
good game ff15,26.26472075,1
Zeoh,55.24198262,1
Hopes,35.88342447,2
BludBathnBeyond,58.00375803,2
AlphaAndrew123,74.227307,1
Artemira,55.65345369,4
Slain By XXXL,33.8118991,1
ImFukingWatashii,6.015703409,1
Spokna,43.737566,3
takesler,34.8027997,1
Testomaniak,46.26271534,2
CosplayGirl,69.17043818,1
A Small Dove,44.23567601,1
SeventhTime,60.69769926,2
Kiennyyy,78.39348592,1
Always Chase Me,134.373628,1
me Kat 1v9,52.16344016,2
THE KID GENIUS,101.8558186,1
Held Back,65.95754787,2
Turtlephobic,16.67640901,1
Eu como a Cherry,9.306381887,1
pucciness,17.16678126,1
3sketchy5me,42.03280449,2
Shadowbanned,53.69709554,2
ddrew,74.32381275,1
little nai gou,103.6354893,1
Feitan 1v9,12.31060432,1
Tempname19325267,105.8716831,1
Hextech Akali,75.38436682,1
Restaurant,66.00990428,1
Phaxi,35.67641076,1
Trivia Boi,44.21048716,2
